Matches,Lineups,permin,summin,weekteam,goals,xg,permingoal,permatchgoal,permathcshoot,permathcshootontarget,missesbigchance,pozitiongoalratio,penaltygoal,penaltygoalratio,freekickgoal,freekickgoalratio,goalinbox,goaloutbox,headgoal,leftfootgoal,rightfootgoal,wonpenalty
10 ,4 ,40,404 ,0 ,2 ,3.90 ,202 min,0.2,2.4,1.1,8 ,8%,0 ,0%,0 ,0%,2/24 ,0 ,2 ,0 ,0 ,0 
,,
