Gol,Gol Beklentisi (xG),Asist,Asist Beklentisi (xA),İsabetli Şut,İsabetsiz Şut,Engellenen Şut,Top Sürme Girişimi (Başarılı),Topla Buluşma,İsabetli pas,Kilit Pas,Orta (İsabetli),Uzun top (İsabetli),Yaratılan Büyük Şans,Zeminde İkili Mücadele (Kazanılan),Hava Topu Mücadelesi (Kazanılan),Top Kaybı,Faul,Kendisine Yapılan Faul,Tehlike Engelleme,Şut Engelleme,Pas Arası,Toplam Müdahele,Adam Kaçırma
0,0.23,1,0.18,1,2,1,4 (1),42,15/21 (71%),2,3 (1),0 (0),1,7 (2),10 (5),13,2,0,4,1,0,1,0
